customer_id,email,name,total_charges,charge_count,average_charge,currency,first_charge_date,last_charge_date,source
PAY_CUST_0436,customer436@example.com,Customer 436,964.07,5,7.61,USD,2025-04-15 16:50:49.719432,2025-12-06 16:50:49.719435,Mock Payment Data
PAY_CUST_0437,customer437@example.com,Customer 437,1301.88,2,22.67,USD,2025-04-01 16:50:49.719441,2025-12-05 16:50:49.719443,Mock Payment Data
PAY_CUST_0438,customer438@example.com,Customer 438,4923.33,4,23.75,USD,2025-04-29 16:50:49.719449,2025-11-26 16:50:49.719452,Mock Payment Data
PAY_CUST_0439,customer439@example.com,Customer 439,2091.68,5,4.9,USD,2025-05-04 16:50:49.719457,2025-11-15 16:50:49.719460,Mock Payment Data
PAY_CUST_0440,customer440@example.com,Customer 440,143.98,4,49.28,USD,2025-08-24 16:50:49.719466,2025-12-01 16:50:49.719468,Mock Payment Data
PAY_CUST_0441,customer441@example.com,Customer 441,86.89,3,32.07,USD,2025-03-29 16:50:49.719474,2025-12-04 16:50:49.719476,Mock Payment Data
PAY_CUST_0442,customer442@example.com,Customer 442,17.24,4,119.46,USD,2025-01-15 16:50:49.719482,2025-11-27 16:50:49.719484,Mock Payment Data
PAY_CUST_0443,customer443@example.com,Customer 443,115.19,4,51.57,USD,2025-04-30 16:50:49.719490,2025-11-21 16:50:49.719493,Mock Payment Data
PAY_CUST_0444,customer444@example.com,Customer 444,106.21,2,17.44,USD,2025-01-13 16:50:49.719498,2025-12-05 16:50:49.719501,Mock Payment Data
PAY_CUST_0445,customer445@example.com,Customer 445,27.19,1,25.35,USD,2024-12-10 16:50:49.719507,2025-12-07 16:50:49.719509,Mock Payment Data
PAY_CUST_0446,customer446@example.com,Customer 446,405.12,5,92.15,USD,2025-05-27 16:50:49.719515,2025-11-26 16:50:49.719517,Mock Payment Data
PAY_CUST_0447,customer447@example.com,Customer 447,495.94,6,81.3,USD,2025-03-09 16:50:49.719523,2025-12-05 16:50:49.719526,Mock Payment Data
PAY_CUST_0448,customer448@example.com,Customer 448,64.14,4,19.29,USD,2025-08-10 16:50:49.719531,2025-12-04 16:50:49.719534,Mock Payment Data
PAY_CUST_0449,customer449@example.com,Customer 449,52.54,2,128.14,USD,2025-11-06 16:50:49.719540,2025-11-19 16:50:49.719542,Mock Payment Data
PAY_CUST_0450,customer450@example.com,Customer 450,896.1,2,31.5,USD,2025-06-25 16:50:49.719548,2025-11-17 16:50:49.719550,Mock Payment Data
PAY_CUST_0451,customer451@example.com,Customer 451,7.63,4,136.21,USD,2025-07-07 16:50:49.719556,2025-12-01 16:50:49.719559,Mock Payment Data
PAY_CUST_0452,customer452@example.com,Customer 452,760.58,3,47.77,USD,2025-01-24 16:50:49.719564,2025-11-12 16:50:49.719567,Mock Payment Data
PAY_CUST_0453,customer453@example.com,Customer 453,4.64,5,25.95,USD,2025-05-03 16:50:49.719573,2025-12-06 16:50:49.719575,Mock Payment Data
PAY_CUST_0454,customer454@example.com,Customer 454,19.64,6,29.34,USD,2025-07-10 16:50:49.719581,2025-11-20 16:50:49.719583,Mock Payment Data
PAY_CUST_0455,customer455@example.com,Customer 455,678.31,6,72.98,USD,2025-08-07 16:50:49.719589,2025-11-13 16:50:49.719592,Mock Payment Data
PAY_CUST_0456,customer456@example.com,Customer 456,467.3,4,28.81,USD,2025-03-17 16:50:49.719598,2025-11-23 16:50:49.719600,Mock Payment Data
PAY_CUST_0457,customer457@example.com,Customer 457,95.79,4,64.19,USD,2025-10-22 16:50:49.719606,2025-12-01 16:50:49.719608,Mock Payment Data
PAY_CUST_0458,customer458@example.com,Customer 458,24.89,6,617.37,USD,2025-05-01 16:50:49.719615,2025-11-10 16:50:49.719618,Mock Payment Data
PAY_CUST_0459,customer459@example.com,Customer 459,399.02,3,34.27,USD,2025-05-25 16:50:49.719623,2025-11-14 16:50:49.719626,Mock Payment Data
PAY_CUST_0460,customer460@example.com,Customer 460,804.64,2,101.01,USD,2025-10-11 16:50:49.719632,2025-11-13 16:50:49.719634,Mock Payment Data
PAY_CUST_0461,customer461@example.com,Customer 461,281.47,5,92.87,USD,2025-01-26 16:50:49.719640,2025-11-19 16:50:49.719642,Mock Payment Data
PAY_CUST_0462,customer462@example.com,Customer 462,260.36,6,20.35,USD,2025-05-21 16:50:49.719648,2025-11-13 16:50:49.719651,Mock Payment Data
PAY_CUST_0463,customer463@example.com,Customer 463,133.59,6,17.09,USD,2025-06-14 16:50:49.719656,2025-11-25 16:50:49.719659,Mock Payment Data
PAY_CUST_0464,customer464@example.com,Customer 464,394.48,3,21.07,USD,2025-02-04 16:50:49.719665,2025-11-21 16:50:49.719667,Mock Payment Data
PAY_CUST_0465,customer465@example.com,Customer 465,38.2,3,129.82,USD,2024-12-19 16:50:49.719673,2025-11-14 16:50:49.719676,Mock Payment Data
PAY_CUST_0466,customer466@example.com,Customer 466,116.17,4,56.07,USD,2025-09-08 16:50:49.719682,2025-11-16 16:50:49.719684,Mock Payment Data
PAY_CUST_0467,customer467@example.com,Customer 467,29.65,3,4.76,USD,2025-02-07 16:50:49.719690,2025-11-13 16:50:49.719692,Mock Payment Data
PAY_CUST_0468,customer468@example.com,Customer 468,92.62,2,153.81,USD,2025-11-01 16:50:49.719698,2025-11-23 16:50:49.719701,Mock Payment Data
PAY_CUST_0469,customer469@example.com,Customer 469,81.95,4,35.5,USD,2025-06-18 16:50:49.719706,2025-11-28 16:50:49.719709,Mock Payment Data
PAY_CUST_0470,customer470@example.com,Customer 470,68.42,3,157.07,USD,2025-08-31 16:50:49.719715,2025-11-12 16:50:49.719717,Mock Payment Data
PAY_CUST_0471,customer471@example.com,Customer 471,404.32,4,25.91,USD,2025-08-05 16:50:49.719723,2025-11-29 16:50:49.719725,Mock Payment Data
PAY_CUST_0472,customer472@example.com,Customer 472,58.93,4,76.78,USD,2025-05-10 16:50:49.719731,2025-11-30 16:50:49.719734,Mock Payment Data
PAY_CUST_0473,customer473@example.com,Customer 473,555.19,5,71.48,USD,2025-07-13 16:50:49.719739,2025-12-07 16:50:49.719742,Mock Payment Data
PAY_CUST_0474,customer474@example.com,Customer 474,5.35,3,16.77,USD,2025-05-19 16:50:49.719747,2025-11-25 16:50:49.719750,Mock Payment Data
PAY_CUST_0475,customer475@example.com,Customer 475,7.06,8,24.04,USD,2025-10-31 16:50:49.719756,2025-12-09 16:50:49.719758,Mock Payment Data
PAY_CUST_0476,customer476@example.com,Customer 476,293.72,4,281.95,USD,2025-04-22 16:50:49.719764,2025-11-15 16:50:49.719766,Mock Payment Data
PAY_CUST_0477,customer477@example.com,Customer 477,6.16,4,25.13,USD,2025-09-08 16:50:49.719772,2025-11-10 16:50:49.719775,Mock Payment Data
PAY_CUST_0478,customer478@example.com,Customer 478,832.93,5,90.81,USD,2025-07-09 16:50:49.719781,2025-11-29 16:50:49.719783,Mock Payment Data
PAY_CUST_0479,customer479@example.com,Customer 479,46.74,3,35.87,USD,2025-02-12 16:50:49.719789,2025-11-29 16:50:49.719791,Mock Payment Data
PAY_CUST_0480,customer480@example.com,Customer 480,171.93,6,46.09,USD,2024-12-17 16:50:49.719797,2025-11-29 16:50:49.719800,Mock Payment Data
PAY_CUST_0481,customer481@example.com,Customer 481,825.12,5,16.35,USD,2025-07-07 16:50:49.719806,2025-11-22 16:50:49.719808,Mock Payment Data
PAY_CUST_0482,customer482@example.com,Customer 482,310.88,1,10.66,USD,2025-09-15 16:50:49.719814,2025-11-14 16:50:49.719817,Mock Payment Data
PAY_CUST_0483,customer483@example.com,Customer 483,281.48,2,18.93,USD,2025-04-19 16:50:49.719823,2025-11-27 16:50:49.719825,Mock Payment Data
PAY_CUST_0484,customer484@example.com,Customer 484,10.68,5,39.99,USD,2025-10-03 16:50:49.719831,2025-11-27 16:50:49.719834,Mock Payment Data
PAY_CUST_0485,customer485@example.com,Customer 485,809.78,6,97.32,USD,2025-05-29 16:50:49.719840,2025-11-10 16:50:49.719842,Mock Payment Data
PAY_CUST_0486,customer486@example.com,Customer 486,154.4,3,16.42,USD,2025-08-04 16:50:49.719848,2025-11-16 16:50:49.719850,Mock Payment Data
PAY_CUST_0487,customer487@example.com,Customer 487,38.82,2,39.46,USD,2025-08-04 16:50:49.719856,2025-11-24 16:50:49.719859,Mock Payment Data
PAY_CUST_0488,customer488@example.com,Customer 488,224.87,7,32.74,USD,2024-12-27 16:50:49.719864,2025-11-18 16:50:49.719867,Mock Payment Data
PAY_CUST_0489,customer489@example.com,Customer 489,101.58,4,30.28,USD,2025-10-12 16:50:49.719873,2025-11-19 16:50:49.719875,Mock Payment Data
PAY_CUST_0490,customer490@example.com,Customer 490,1411.97,5,99.93,USD,2025-03-13 16:50:49.719881,2025-11-21 16:50:49.719883,Mock Payment Data
PAY_CUST_0491,customer491@example.com,Customer 491,335.65,3,131.07,USD,2025-03-12 16:50:49.719889,2025-11-26 16:50:49.719892,Mock Payment Data
PAY_CUST_0492,customer492@example.com,Customer 492,109.07,3,52.03,USD,2025-08-07 16:50:49.719897,2025-11-23 16:50:49.719900,Mock Payment Data
PAY_CUST_0493,customer493@example.com,Customer 493,4.72,5,51.27,USD,2025-10-17 16:50:49.719905,2025-12-08 16:50:49.719908,Mock Payment Data
PAY_CUST_0494,customer494@example.com,Customer 494,641.88,2,117.72,USD,2025-10-28 16:50:49.719914,2025-11-27 16:50:49.719916,Mock Payment Data
PAY_CUST_0495,customer495@example.com,Customer 495,30.82,5,12.2,USD,2025-02-07 16:50:49.719922,2025-11-25 16:50:49.719924,Mock Payment Data
PAY_CUST_0496,customer496@example.com,Customer 496,0.79,8,50.58,USD,2024-12-31 16:50:49.719930,2025-11-16 16:50:49.719933,Mock Payment Data
PAY_CUST_0497,customer497@example.com,Customer 497,111.04,8,68.19,USD,2025-01-13 16:50:49.719938,2025-12-05 16:50:49.719941,Mock Payment Data
PAY_CUST_0498,customer498@example.com,Customer 498,249.71,2,166.43,USD,2025-06-24 16:50:49.719947,2025-11-30 16:50:49.719949,Mock Payment Data
PAY_CUST_0499,customer499@example.com,Customer 499,200.37,2,37.74,USD,2025-07-16 16:50:49.719955,2025-12-02 16:50:49.719957,Mock Payment Data
PAY_CUST_0500,customer500@example.com,Customer 500,501.01,8,12.85,USD,2025-08-12 16:50:49.719963,2025-11-23 16:50:49.719965,Mock Payment Data
PAY_CUST_0501,customer501@example.com,Customer 501,396.7,4,224.18,USD,2025-08-12 16:50:49.719971,2025-11-22 16:50:49.719974,Mock Payment Data
PAY_CUST_0502,customer502@example.com,Customer 502,63.39,4,126.05,USD,2025-04-25 16:50:49.719979,2025-12-06 16:50:49.719982,Mock Payment Data
PAY_CUST_0503,customer503@example.com,Customer 503,93.15,3,17.59,USD,2025-03-25 16:50:49.719988,2025-11-25 16:50:49.719991,Mock Payment Data
PAY_CUST_0504,customer504@example.com,Customer 504,333.93,5,23.27,USD,2025-07-06 16:50:49.719997,2025-11-19 16:50:49.720000,Mock Payment Data
PAY_CUST_0505,customer505@example.com,Customer 505,10.76,2,24.96,USD,2025-09-13 16:50:49.720005,2025-12-08 16:50:49.720008,Mock Payment Data
PAY_CUST_0506,customer506@example.com,Customer 506,1621.59,2,37.37,USD,2025-09-11 16:50:49.720014,2025-11-28 16:50:49.720016,Mock Payment Data
PAY_CUST_0507,customer507@example.com,Customer 507,1160.62,2,24.24,USD,2025-03-27 16:50:49.720022,2025-11-17 16:50:49.720024,Mock Payment Data
PAY_CUST_0508,customer508@example.com,Customer 508,79.31,5,93.95,USD,2025-07-17 16:50:49.720030,2025-11-12 16:50:49.720033,Mock Payment Data
PAY_CUST_0509,customer509@example.com,Customer 509,34.85,5,98.21,USD,2025-04-21 16:50:49.720038,2025-12-02 16:50:49.720041,Mock Payment Data
PAY_CUST_0510,customer510@example.com,Customer 510,39.25,6,46.73,USD,2025-02-06 16:50:49.720046,2025-11-19 16:50:49.720049,Mock Payment Data
PAY_CUST_0511,customer511@example.com,Customer 511,90.4,4,22.8,USD,2025-10-23 16:50:49.720055,2025-11-23 16:50:49.720057,Mock Payment Data
PAY_CUST_0512,customer512@example.com,Customer 512,54.66,4,76.45,USD,2025-04-27 16:50:49.720063,2025-11-28 16:50:49.720065,Mock Payment Data
PAY_CUST_0513,customer513@example.com,Customer 513,422.7,3,5.62,USD,2025-06-18 16:50:49.720071,2025-12-05 16:50:49.720073,Mock Payment Data
PAY_CUST_0514,customer514@example.com,Customer 514,169.71,2,48.65,USD,2025-02-20 16:50:49.720079,2025-11-20 16:50:49.720082,Mock Payment Data
PAY_CUST_0515,customer515@example.com,Customer 515,635.93,5,33.3,USD,2024-12-28 16:50:49.720087,2025-12-02 16:50:49.720090,Mock Payment Data
PAY_CUST_0516,customer516@example.com,Customer 516,42.23,5,54.85,USD,2025-01-12 16:50:49.720096,2025-11-27 16:50:49.720099,Mock Payment Data
PAY_CUST_0517,customer517@example.com,Customer 517,33.17,5,102.22,USD,2025-09-26 16:50:49.720104,2025-11-26 16:50:49.720107,Mock Payment Data
PAY_CUST_0518,customer518@example.com,Customer 518,1024.41,2,58.34,USD,2024-12-20 16:50:49.720112,2025-11-24 16:50:49.720115,Mock Payment Data
PAY_CUST_0519,customer519@example.com,Customer 519,39.69,8,160.54,USD,2025-07-01 16:50:49.720121,2025-11-11 16:50:49.720123,Mock Payment Data
PAY_CUST_0520,customer520@example.com,Customer 520,1170.76,4,39.91,USD,2025-06-05 16:50:49.720129,2025-12-06 16:50:49.720131,Mock Payment Data
PAY_CUST_0521,customer521@example.com,Customer 521,455.4,3,380.91,USD,2025-07-13 16:50:49.720137,2025-11-15 16:50:49.720139,Mock Payment Data
PAY_CUST_0522,customer522@example.com,Customer 522,324.65,5,104.91,USD,2025-07-14 16:50:49.720146,2025-11-15 16:50:49.720148,Mock Payment Data
PAY_CUST_0523,customer523@example.com,Customer 523,45.64,7,101.85,USD,2024-12-29 16:50:49.720154,2025-11-21 16:50:49.720157,Mock Payment Data
PAY_CUST_0524,customer524@example.com,Customer 524,2630.58,2,46.56,USD,2025-10-29 16:50:49.720163,2025-11-21 16:50:49.720165,Mock Payment Data
PAY_CUST_0525,customer525@example.com,Customer 525,21.05,2,14.01,USD,2025-08-29 16:50:49.720171,2025-11-14 16:50:49.720173,Mock Payment Data
PAY_CUST_0526,customer526@example.com,Customer 526,3946.3,5,104.45,USD,2025-10-16 16:50:49.720179,2025-11-28 16:50:49.720181,Mock Payment Data
PAY_CUST_0527,customer527@example.com,Customer 527,343.26,4,100.45,USD,2025-02-01 16:50:49.720187,2025-11-19 16:50:49.720190,Mock Payment Data
PAY_CUST_0528,customer528@example.com,Customer 528,594.33,5,89.99,USD,2025-06-11 16:50:49.720196,2025-11-11 16:50:49.720198,Mock Payment Data
PAY_CUST_0529,customer529@example.com,Customer 529,329.11,2,79.97,USD,2025-06-10 16:50:49.720204,2025-11-21 16:50:49.720206,Mock Payment Data
PAY_CUST_0530,customer530@example.com,Customer 530,186.42,4,116.75,USD,2025-09-16 16:50:49.720212,2025-11-20 16:50:49.720215,Mock Payment Data
PAY_CUST_0531,customer531@example.com,Customer 531,77.41,6,21.37,USD,2025-07-11 16:50:49.720220,2025-11-29 16:50:49.720223,Mock Payment Data
PAY_CUST_0532,customer532@example.com,Customer 532,1094.27,4,218.4,USD,2025-02-19 16:50:49.720228,2025-12-05 16:50:49.720231,Mock Payment Data
PAY_CUST_0533,customer533@example.com,Customer 533,106.08,4,71.1,USD,2025-05-16 16:50:49.720237,2025-11-11 16:50:49.720239,Mock Payment Data
PAY_CUST_0534,customer534@example.com,Customer 534,28.26,5,19.12,USD,2025-09-02 16:50:49.720245,2025-11-15 16:50:49.720247,Mock Payment Data
PAY_CUST_0535,customer535@example.com,Customer 535,512.89,4,127.1,USD,2025-07-13 16:50:49.720253,2025-12-06 16:50:49.720256,Mock Payment Data
PAY_CUST_0536,customer536@example.com,Customer 536,2350.07,4,418.35,USD,2025-05-23 16:50:49.720261,2025-11-11 16:50:49.720264,Mock Payment Data
PAY_CUST_0537,customer537@example.com,Customer 537,86.4,3,80.74,USD,2025-08-27 16:50:49.720270,2025-12-04 16:50:49.720272,Mock Payment Data
PAY_CUST_0538,customer538@example.com,Customer 538,433.46,5,212.09,USD,2025-03-05 16:50:49.720278,2025-12-03 16:50:49.720280,Mock Payment Data
PAY_CUST_0539,customer539@example.com,Customer 539,286.27,8,74.68,USD,2025-05-07 16:50:49.720286,2025-11-16 16:50:49.720289,Mock Payment Data
PAY_CUST_0540,customer540@example.com,Customer 540,113.37,3,12.09,USD,2025-03-15 16:50:49.720294,2025-11-22 16:50:49.720297,Mock Payment Data
PAY_CUST_0541,customer541@example.com,Customer 541,3406.43,3,39.35,USD,2025-02-15 16:50:49.720303,2025-12-07 16:50:49.720305,Mock Payment Data
PAY_CUST_0542,customer542@example.com,Customer 542,121.18,3,99.76,USD,2025-07-31 16:50:49.720311,2025-11-11 16:50:49.720313,Mock Payment Data
PAY_CUST_0543,customer543@example.com,Customer 543,210.82,3,14.83,USD,2025-03-16 16:50:49.720319,2025-12-06 16:50:49.720322,Mock Payment Data
PAY_CUST_0544,customer544@example.com,Customer 544,78.17,5,40.75,USD,2025-01-06 16:50:49.720327,2025-11-25 16:50:49.720330,Mock Payment Data
PAY_CUST_0545,customer545@example.com,Customer 545,1467.75,4,205.14,USD,2025-05-06 16:50:49.720336,2025-11-10 16:50:49.720338,Mock Payment Data
PAY_CUST_0546,customer546@example.com,Customer 546,23.53,5,7.7,USD,2025-01-01 16:50:49.720344,2025-12-04 16:50:49.720346,Mock Payment Data
PAY_CUST_0547,customer547@example.com,Customer 547,187.1,4,16.39,USD,2025-05-26 16:50:49.720352,2025-12-09 16:50:49.720355,Mock Payment Data
PAY_CUST_0548,customer548@example.com,Customer 548,378.57,3,53.24,USD,2025-07-30 16:50:49.720360,2025-11-16 16:50:49.720363,Mock Payment Data
PAY_CUST_0549,customer549@example.com,Customer 549,14.07,6,100.04,USD,2025-01-07 16:50:49.720368,2025-12-09 16:50:49.720371,Mock Payment Data
PAY_CUST_0550,customer550@example.com,Customer 550,6.2,2,7.77,USD,2025-10-30 16:50:49.720377,2025-11-26 16:50:49.720379,Mock Payment Data
PAY_CUST_0551,customer551@example.com,Customer 551,365.1,5,102.24,USD,2025-09-08 16:50:49.720385,2025-12-06 16:50:49.720387,Mock Payment Data
PAY_CUST_0552,customer552@example.com,Customer 552,822.37,3,16.72,USD,2025-01-23 16:50:49.720393,2025-11-26 16:50:49.720396,Mock Payment Data
PAY_CUST_0553,customer553@example.com,Customer 553,246.7,2,64.64,USD,2025-01-09 16:50:49.720401,2025-11-26 16:50:49.720404,Mock Payment Data
PAY_CUST_0554,customer554@example.com,Customer 554,239.59,5,60.35,USD,2025-08-18 16:50:49.720410,2025-11-11 16:50:49.720412,Mock Payment Data
PAY_CUST_0555,customer555@example.com,Customer 555,25.26,7,25.0,USD,2025-02-23 16:50:49.720418,2025-12-07 16:50:49.720421,Mock Payment Data
PAY_CUST_0556,customer556@example.com,Customer 556,59.82,4,52.36,USD,2024-12-27 16:50:49.720427,2025-11-11 16:50:49.720429,Mock Payment Data
PAY_CUST_0557,customer557@example.com,Customer 557,1872.57,3,40.96,USD,2025-07-14 16:50:49.720435,2025-11-19 16:50:49.720438,Mock Payment Data
PAY_CUST_0558,customer558@example.com,Customer 558,155.17,3,22.88,USD,2025-06-18 16:50:49.720443,2025-11-25 16:50:49.720446,Mock Payment Data
PAY_CUST_0559,customer559@example.com,Customer 559,583.39,2,53.03,USD,2025-02-21 16:50:49.720452,2025-12-06 16:50:49.720454,Mock Payment Data
PAY_CUST_0560,customer560@example.com,Customer 560,329.94,2,34.25,USD,2025-04-05 16:50:49.720460,2025-11-24 16:50:49.720462,Mock Payment Data
PAY_CUST_0561,customer561@example.com,Customer 561,65.59,3,104.45,USD,2025-10-28 16:50:49.720468,2025-11-11 16:50:49.720470,Mock Payment Data
PAY_CUST_0562,customer562@example.com,Customer 562,212.51,3,139.58,USD,2025-10-26 16:50:49.720476,2025-11-23 16:50:49.720478,Mock Payment Data
PAY_CUST_0563,customer563@example.com,Customer 563,515.71,3,126.81,USD,2025-04-23 16:50:49.720484,2025-12-05 16:50:49.720487,Mock Payment Data
PAY_CUST_0564,customer564@example.com,Customer 564,256.99,5,7.75,USD,2025-09-22 16:50:49.720492,2025-11-10 16:50:49.720495,Mock Payment Data
PAY_CUST_0565,customer565@example.com,Customer 565,41.69,5,102.48,USD,2025-11-07 16:50:49.720501,2025-11-26 16:50:49.720503,Mock Payment Data
PAY_CUST_0566,customer566@example.com,Customer 566,4.72,2,20.44,USD,2025-02-08 16:50:49.720509,2025-11-10 16:50:49.720511,Mock Payment Data
PAY_CUST_0567,customer567@example.com,Customer 567,18.88,6,34.18,USD,2025-05-27 16:50:49.720518,2025-12-04 16:50:49.720520,Mock Payment Data
PAY_CUST_0568,customer568@example.com,Customer 568,52.35,3,4.56,USD,2025-02-15 16:50:49.720526,2025-11-25 16:50:49.720529,Mock Payment Data
PAY_CUST_0569,customer569@example.com,Customer 569,29.3,3,103.28,USD,2025-01-23 16:50:49.720535,2025-12-02 16:50:49.720538,Mock Payment Data
PAY_CUST_0570,customer570@example.com,Customer 570,291.46,3,250.83,USD,2025-02-27 16:50:49.720543,2025-11-23 16:50:49.720546,Mock Payment Data
PAY_CUST_0571,customer571@example.com,Customer 571,47.35,4,15.96,USD,2025-01-15 16:50:49.720552,2025-11-12 16:50:49.720554,Mock Payment Data
PAY_CUST_0572,customer572@example.com,Customer 572,252.37,2,697.38,USD,2025-01-13 16:50:49.720560,2025-12-02 16:50:49.720563,Mock Payment Data
PAY_CUST_0573,customer573@example.com,Customer 573,27.1,4,4.9,USD,2025-03-30 16:50:49.720569,2025-11-19 16:50:49.720571,Mock Payment Data
PAY_CUST_0574,customer574@example.com,Customer 574,698.44,1,118.1,USD,2024-12-21 16:50:49.720577,2025-11-27 16:50:49.720580,Mock Payment Data
PAY_CUST_0575,customer575@example.com,Customer 575,396.24,5,429.45,USD,2025-06-01 16:50:49.720586,2025-12-02 16:50:49.720588,Mock Payment Data
PAY_CUST_0576,customer576@example.com,Customer 576,173.35,3,215.55,USD,2025-02-08 16:50:49.720594,2025-11-12 16:50:49.720597,Mock Payment Data
PAY_CUST_0577,customer577@example.com,Customer 577,2743.56,5,388.96,USD,2025-07-21 16:50:49.720602,2025-11-13 16:50:49.720605,Mock Payment Data
PAY_CUST_0578,customer578@example.com,Customer 578,65.22,2,22.1,USD,2025-02-04 16:50:49.720611,2025-11-28 16:50:49.720621,Mock Payment Data
PAY_CUST_0579,customer579@example.com,Customer 579,8.35,5,11.39,USD,2025-07-02 16:50:49.720630,2025-11-17 16:50:49.720633,Mock Payment Data
PAY_CUST_0580,customer580@example.com,Customer 580,48.48,4,37.76,USD,2025-02-07 16:50:49.720638,2025-12-02 16:50:49.720641,Mock Payment Data
PAY_CUST_0581,customer581@example.com,Customer 581,2436.69,8,87.4,USD,2025-04-10 16:50:49.720647,2025-11-21 16:50:49.720649,Mock Payment Data
PAY_CUST_0582,customer582@example.com,Customer 582,237.96,2,12.14,USD,2025-04-24 16:50:49.720655,2025-11-22 16:50:49.720658,Mock Payment Data
PAY_CUST_0583,customer583@example.com,Customer 583,52.27,5,73.65,USD,2025-01-06 16:50:49.720664,2025-11-14 16:50:49.720666,Mock Payment Data
PAY_CUST_0584,customer584@example.com,Customer 584,75.92,6,334.93,USD,2024-12-22 16:50:49.720672,2025-11-27 16:50:49.720675,Mock Payment Data
PAY_CUST_0585,customer585@example.com,Customer 585,1257.92,2,45.58,USD,2025-11-04 16:50:49.720681,2025-11-28 16:50:49.720683,Mock Payment Data
PAY_CUST_0586,customer586@example.com,Customer 586,73.26,4,92.91,USD,2025-07-19 16:50:49.720689,2025-11-17 16:50:49.720692,Mock Payment Data
PAY_CUST_0587,customer587@example.com,Customer 587,1749.63,4,193.48,USD,2025-02-09 16:50:49.720698,2025-11-26 16:50:49.720700,Mock Payment Data
PAY_CUST_0588,customer588@example.com,Customer 588,288.69,6,69.85,USD,2024-12-13 16:50:49.720706,2025-12-06 16:50:49.720709,Mock Payment Data
PAY_CUST_0589,customer589@example.com,Customer 589,119.55,1,29.04,USD,2025-10-28 16:50:49.720714,2025-12-02 16:50:49.720717,Mock Payment Data
PAY_CUST_0590,customer590@example.com,Customer 590,545.44,3,109.09,USD,2025-07-30 16:50:49.720723,2025-11-11 16:50:49.720725,Mock Payment Data
PAY_CUST_0591,customer591@example.com,Customer 591,70.13,1,42.85,USD,2025-02-25 16:50:49.720731,2025-11-23 16:50:49.720734,Mock Payment Data
PAY_CUST_0592,customer592@example.com,Customer 592,258.62,4,8.74,USD,2025-07-18 16:50:49.720740,2025-12-01 16:50:49.720742,Mock Payment Data
PAY_CUST_0593,customer593@example.com,Customer 593,561.54,1,18.39,USD,2025-11-01 16:50:49.720748,2025-12-06 16:50:49.720751,Mock Payment Data
PAY_CUST_0594,customer594@example.com,Customer 594,715.34,3,31.1,USD,2025-06-10 16:50:49.720757,2025-11-20 16:50:49.720760,Mock Payment Data
PAY_CUST_0595,customer595@example.com,Customer 595,109.83,4,28.72,USD,2025-07-06 16:50:49.720766,2025-12-02 16:50:49.720768,Mock Payment Data
PAY_CUST_0596,customer596@example.com,Customer 596,59.88,7,19.58,USD,2025-05-04 16:50:49.720774,2025-11-15 16:50:49.720777,Mock Payment Data
PAY_CUST_0597,customer597@example.com,Customer 597,517.79,3,8.77,USD,2025-05-11 16:50:49.720783,2025-11-25 16:50:49.720785,Mock Payment Data
PAY_CUST_0598,customer598@example.com,Customer 598,34.64,5,27.92,USD,2025-06-11 16:50:49.720791,2025-11-26 16:50:49.720794,Mock Payment Data
PAY_CUST_0599,customer599@example.com,Customer 599,140.95,2,27.6,USD,2025-08-04 16:50:49.720800,2025-12-09 16:50:49.720802,Mock Payment Data
PAY_CUST_0600,customer600@example.com,Customer 600,38.83,4,19.85,USD,2024-12-28 16:50:49.720808,2025-11-30 16:50:49.720811,Mock Payment Data
PAY_CUST_0601,customer601@example.com,Customer 601,37.99,3,467.81,USD,2025-04-07 16:50:49.720817,2025-12-05 16:50:49.720819,Mock Payment Data
PAY_CUST_0602,customer602@example.com,Customer 602,1494.58,3,25.95,USD,2025-09-09 16:50:49.720825,2025-11-30 16:50:49.720828,Mock Payment Data
PAY_CUST_0603,customer603@example.com,Customer 603,92.89,6,79.64,USD,2025-10-13 16:50:49.720834,2025-11-25 16:50:49.720836,Mock Payment Data
PAY_CUST_0604,customer604@example.com,Customer 604,44.5,1,259.62,USD,2025-09-08 16:50:49.720842,2025-11-27 16:50:49.720844,Mock Payment Data
PAY_CUST_0605,customer605@example.com,Customer 605,97.0,6,25.64,USD,2025-08-25 16:50:49.720850,2025-11-16 16:50:49.720853,Mock Payment Data
PAY_CUST_0606,customer606@example.com,Customer 606,705.2,6,157.79,USD,2025-09-29 16:50:49.720859,2025-12-06 16:50:49.720861,Mock Payment Data
PAY_CUST_0607,customer607@example.com,Customer 607,337.71,4,100.26,USD,2025-08-06 16:50:49.720867,2025-12-03 16:50:49.720869,Mock Payment Data
PAY_CUST_0608,customer608@example.com,Customer 608,2713.9,6,33.38,USD,2025-07-26 16:50:49.720875,2025-11-27 16:50:49.720878,Mock Payment Data
PAY_CUST_0609,customer609@example.com,Customer 609,25.86,6,83.09,USD,2025-06-19 16:50:49.720884,2025-12-08 16:50:49.720886,Mock Payment Data
PAY_CUST_0610,customer610@example.com,Customer 610,70.33,5,58.78,USD,2025-05-20 16:50:49.720892,2025-11-29 16:50:49.720894,Mock Payment Data
PAY_CUST_0611,customer611@example.com,Customer 611,51.98,4,59.57,USD,2025-02-05 16:50:49.720900,2025-12-08 16:50:49.720903,Mock Payment Data
